gross_fu,gross_sc,net_fu,net_sc,time_first_sc_to_first_net_fu,electricitybill,heatingbill,grosscontractsigned,selfipa_done,zipregion_missing,evaluationtime_missing,desiredinstallationend_missing,electricitybill_missing,heatingbill_missing,aggregated_missing,desiredinstallationend_encoded,mktg_high,mktg_low,mktg_medium,region_high_performer,region_large_solid,region_lower,region_medium,total_bc_attempts,total_bc_outcomes,lead_to_first_bc_days,bc_duration_days,bc_frequency,positive_outcomes_count,negative_outcomes_count,noshow_outcomes_count,positive_outcome_ratio,negative_outcome_ratio,noshow_outcome_ratio,reachability_score,outcome_trend,persistence_after_negative,engagement_score,efficiency_score,last_bc_outcome_encoded,first_bc_outcome_encoded
2,2,1.0,2.0,-0.3600248488890901,-0.1235383228999213,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,1,1,16.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
7,1,5.0,1.0,-0.3600221004734364,0.3075982292355522,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,5,5,1.0,4.0,1.0,4,0,0,0.8,0.0,0.0,0.4,0,0,0.64,0.1666666666666666,7,5
0,1,0.0,1.0,-0.3633238638120175,-0.0003564508612146,-0.0085558281252147,1.0,0,0,0,0,0,1,0,3,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
6,1,1.0,1.0,2.40115536319188,0.4046039534660338,-0.0047425795244417,0.0,0,0,0,0,0,0,0,2,False,True,False,True,False,False,False,8,8,1.0,2.0,2.6666666666666665,7,1,0,0.875,0.125,0.0,0.125,-3,0,0.5658333333333333,0.1111111111111111,0,5
1,1,1.0,1.0,-0.3600239327505389,-0.1389360569047596,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,True,False,False,False,4,4,0.0,0.0,4.0,1,0,0,0.25,0.0,0.0,1.0,1,0,0.6716666666666667,0.2,7,8
4,2,3.0,1.0,-0.3600230166119876,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
2,1,1.0,1.0,-0.3600230166119876,-0.1389360569047596,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,6,6,2.0,2.0,2.0,4,0,0,0.6666666666666666,0.0,0.0,0.5,1,0,0.6566666666666667,0.1428571428571428,7,8
2,1,2.0,1.0,-0.3600239327505389,-0.0804246676863739,-0.0085558281252147,1.0,0,0,0,0,0,1,0,3,False,True,False,False,True,False,False,1,1,200.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,0,0.52,0.5,1,3
0,1,0.0,1.0,-0.3633238638120175,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,1,1,0,0,False,True,False,False,True,False,False,1,1,1.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
0,1,0.0,1.0,-0.3633238638120175,-0.0927428548902446,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
0,3,0.0,1.0,-0.3633238638120175,-0.0003564508612146,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1,1,3.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
0,1,0.0,1.0,-0.3633238638120175,-0.0465496528757296,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,3,3,1.0,0.0,3.0,3,0,0,1.0,0.0,0.0,0.3333333333333333,0,0,0.7266666666666667,0.25,7,5
7,1,6.0,1.0,-0.3600239327505389,0.0135015097431399,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,5,5,1.0,0.0,5.0,5,0,0,1.0,0.0,0.0,0.1999999999999999,0,0,0.74,0.1666666666666666,7,5
0,1,0.0,1.0,-0.3633238638120175,-0.0773451208854063,-0.0085558281252147,0.0,0,0,1,1,1,1,0,4,False,True,False,False,False,True,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
6,1,5.0,1.0,-0.3600257650276413,-0.108140588895083,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
